기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
에이모,경력 3~10년,회사내규에 따름,"경기도 성남시 분당구 판교로228번길17,이랜텍동9층(삼평동,판교세븐벤쳐벨리2)",딥러닝,[AIMMO] PM팀 Data managing,"['AI/인공지능DeepLearningMicrosoft Office 365', '• 자율주행 및 ADAS 개발을 위한 인공지능 데이터 생산 \u2028외주 용역 프로젝트 운영 및 관리\n• 에이모 자율주행 데이터셋 개발을 위한 프로젝트 운영 \u2028(데이터 수집 및 가공 관리)', '• AI 학습 데이터 생산 및 관련 프로젝트 운영 경험 3년 이상\n• Automotive 혹은 IT 기업에서 데이터 가공 Project Manager\u2028경험이 있으신 분\n• 기본적인 문서 작성 역량을 보유하신 분\u2028(Excel, Power Point, Word, 한글 등)\n• Data Scientist 및 Data Engineer와 인공지능 데이터 \u2028생산에 대한 협업 경험이 있으신 분\n• 딥러닝 혹은 자율주행 데이터에 대한 이해도가 있으신 분\n• 해외 출장에 결격 사유가 없으신 분', '• 스스로를 끊임없이 학습하며 성장하는 분\n• 업무 자동화 프로세스를 적용 경험\n• 이공계 전공 및 데이터 산업 분야에 대한 이해\n• 자율주행 데이터 가공 가이드 작성 경험\n• 자율주행 데이터 수집 및 가공 경험\n• 데이터 생성 프로세스에 대한 이해']"
엑셈,경력 5~10년,회사내규에 따름,서울 강서구 마곡중앙8로 5길 40 (마곡동) (주)엑셈,딥러닝,"[코스닥상장사] 엑셈 데이터 사이언티스트 (경력 5년이상, 과장급)","['BigDataMachineLearningDeepLearning', '• 빅데이터 분석 실무\n• 정형/비정형 데이터 전처리/검증\n• 탐색적 자료분석, 머신러닝/딥러닝 등의 알고리즘을 활용한 모델 구현\n• 분석 결과 시각화 및 분석 보고서 작성\n• 빅데이터 분석 관련 이론 및 실습 교육 수행', '• 경력 : 경력 5년 ~ 10년 (과장급)', '• 공학계열, 수학/통계학, 산업공학\n• 유관 전공 석/박사 학위 소지자\n• 데이터 분석 관련 경진대회 수상 경력이 있는 분\n• 데이터 분석 관련 자격증 및 전문 교육을 수료하신 분\n• 팀 동료들과 협업을 잘하는 사람\n• 다양한 분야에서 데이터 기반으로 문제 해결 경험이 있는 사람\n• 머신러닝/딥러닝/통계/데이터 과학에 대한 이해도가 높은 사람\n• 대용량 데이터 핸들링 경험\n• 정형/비정형 데이터 가공 및 처리 경험\n• 데이터마이닝/머신러닝/딥러닝을 활용한 모델 구현 경험']"
딥브레인에이아이,경력 2~20년,회사내규에 따름,서울 강남구 역삼로 7길 6,딥러닝,"Back-end 개발자(Node.js, React, Express, Next.js)(병특가능)","['GitNode.jsReactREST APIExpressJSNext.js', '• 백엔드 개발\n• 기존 서비스의 유지 보수 및 신규 서비스 설계 및 개발', '• 학력 무관, 병역특례 가능\n• Node.js, React, Express, Next.js 등의 Framework 사용 경험\n• Git 또는 SVN 등 버전 관리 사용 경험\n• REST API 개발 경험\n• DBMS, Cache, Data Structure 설계 경험', '• AWS, Azure 등의 클라우드 환경 기반\n• 개발, 배포 및 운영 경험\n• Redis, Memcached 등 메모리 캐시 사용 경험\n• Apache, Nginx 등 서버 운영 경험\n• Python, C#, Java등 다양한 언어에 대한 개발 경험\n• React Native, Flutter, Ionic 등 Hybrid 개발 경험\n• 대용량 Log 및 데이터 처리 경험\n• Jenkins를 이용한 CI/CD 사용 경험\t\t\t\t\t\t']"
딥브레인에이아이,경력 3~20년,회사내규에 따름,서울 강남구 역삼로 7길 6,딥러닝,"Front-end 엔지니어(React, Node.js)(병특가능)","['JavaScriptAI/인공지능Node.jsREST APIReact', '• AI Human SDK for JavaScript 연구개발을 합니다.\n• Mobile, Standalone 등 다양한 Platform환경에서 AI Human을 제공하기 위한 활동을 합니다.\n• API 개발 업무를 수행합니다.', '• 학력 : 학사 이상\n• 경력 3년 이상, 병특가능\n• JavaScript 및 Node.js를 이용한 개발 경험이 있으신 분\n• Socket, Rest API 등 기본적인 네트워크 프로그래밍에 대한 이해가 있으신 분\n• AI Human 서비스 개발에 도전해보고 싶으신 분', '• SDK 또는 개발자를 위한 라이브러리를 개발해보신 분\n• API 설계 및 구현이 가능하신 분\n• 코드 리뷰 등 개발 문화에 관심이 있으신 분\n• 유연한 사고와 커뮤니케이션 능력을 보유하신 분']"
모빌린트,경력 5~20년,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층",딥러닝,[전문연구요원가능] System Software Engineer,"['LinuxC++swEmbeddedC', '• ARM/RISC-V 기반 SoC 용 BSP 및 시스템 SW 개발 (Linux)\n• 보드 브링업\n• 펌웨어 개발', '• 컴퓨터공학(전산학) 학사 이상의 학위 소유자\n• 5년 이상의 유관 경력 (BSP 등) \n• C/C++ 사용에 능숙하신 분\n• SoC 개발 및 Linux 내부에 대한 높은 실무 이해도\n• Linux 디바이스 드라이버 실무 개발 경험\n• JTAG 등을 이용한 하드웨어 디버깅에 능숙한 분', '• 보드 브링업 경험\n• SoC 검증용 SW 설계 경험\n• Security IP 도입 및 개발 경험\n• USB/PCIe/DDR/MIPI/ISP/코덱 도입 및 개발 경험']"
루닛,경력 3~10년,회사내규에 따름,"서울특별시 강남구 강남대로 374, 5층(역삼동, 케이스퀘어 강남2)",딥러닝,Backend Engineer · Lunit SCOPE,"['TerraformSpring MVCKotlinSpring BootFastAPIAnsibleAWSPythonDockerPostgreSQL', '[About the team]\nLunit의 Oncology Software Engineering팀은 전 세계에서 유일무이한 플랫폼을 구축하는 팀으로, 끊임없이 기술적 Challenge를 정의, 개선하여 극복해야 할 과제들을 하나씩 풀어가고 있습니다. 합류하신다면 도전적이지만 재미있는 커리어를 쌓으시게 될 거라고 확신합니다.\n\n[About the position]\nLunit의 Oncology Backend Engineer는 자사의 목표인 ‘Conquer Cancer Through AI’ 를 제품으로 실현하기 위해 Oncology/Pathology 분야에서 암 치료를 위한 인공지능 바이오마커 기반 의료 SW 제품을 개발합니다. 주요 제품군은 Pathology 이미지의 조직 및 세포를 인공지능을 통해 분석하여 암치료제에 대한 반응을 예측하는 제품입니다.우리의 제품을 통해 더 많은 암 환자들은 효과적으로 치료를 받고 제약 회사들은 신약 개발 임상 실험에도 활용할 수 있습니다.\nLunit SCOPE는 생명과 직결된 매우 중요한 의료 AI 솔루션이며, 전 세계의 암 환자뿐만 아니라 제약회사에게도 뜨거운 관심을 받고 있습니다. 본 포지션은 의료 분야에 대한 경험이 없으셔도 함께하실 수 있으며 매우 의미있는 개발을 할 수 있는 포지션입니다. 함께 인류의 과제를 정복하실 개발자 분을 모십니다.\n\n[주요 업무]\n• AI as a Service 제품을 설계하고 개발합니다.\n• 분산 inference 시스템을 설계하고 개발합니다.\n• AI 모델을 제품화하고 지속해서 개선, 운영하는 노하우를 갖게 됩니다.\n• 의료 기기 가이드라인을 준수하는 Software as a Medical Device (SaMD) 를 개발합니다.\n\n[기술스택 및 Tools]\n• AWS\n• Kotlin, Spring Boot, Gradle, Spring Mvc, Spring Webflux, Python, FastAPI, Torchserve\n• PostgreSQL, Redis, RabbitMQ, Hazelcast\n• Terraform, Ansible, Atlantis, Github Actions, Docker', '• 3년 이상의 Backend 개발 경력을 갖추신 분\n• 컴퓨터 공학 전공자 혹은 이에 준하는 이론 지식을 갖추신 분\n• 제품을 한번 개발하고 마는 것이 아니라 지속적으로 개선 시키며 운영해 보신 분\n• 자신의 경험이 정답이라 생각하지 않고, 새로운 분야/환경에 맞춰 유연하게 사고하고 커뮤니케이션 하실 수 있는 분\n• 훌륭한 team player\n• 새로운 기술/시도에 대한 거부감이 적으며, 다양한 작업에 대한 우선순위를 판단하고 계획할 수 있으신 분\n• 목표한 결과를 만들기 위해 부단히 노력해서 결국에는 성과를 만드시는 분', '• 대용량 실시간 트래픽을 처리하는 시스템 개발해 보신 분\n• 글로벌 라이브 서비스 / B2B 서비스 개발 및 운영해 보신 분\n• MLOps 개발 및 운영해 보신 분\n• Spring framework 노하우가 있으신 분\n• Public cloud(AWS, GCP, AZURE 등)를 사용하여 제품 서비스를 개발 및 운영해 보신 분\n• Container orchestration, Infrastructure as Code (IaC) 사용해 보신 분\n• 영어 커뮤니케이션이 능통하신 분']"
딥브레인에이아이,경력 5~10년,회사내규에 따름,서울 강남구 역삼로 7길 6,딥러닝,"개발 PM, PL","['MongoDBNode.jsAWSNext.jsReact.js Boilerplate', '• Node.js, Next.js 활용한 소프트웨어 개발 및 전체 프로젝트 관리\n• 개발 팀 리소스 할당, 일정 관리, 업무 우선순위 설정\n• 고객의 요구 사항을 이해하고, 프로젝트 목표와 일치하는 솔루션을 개발\n• 예산을 설정하고 추적하며, 관련된 리스크를 식별하고 관리\n• 이슈를 식별하고 해결책을 제시하며, 팀 구성원 간의 협력을 촉진\n• 개발 프로세스 및 산출물의 품질을 관리하고, 관련 표준을 정립', '• 학력 : 대졸이상\n• 경력 5년 이상\n• Node.js, Next.js 경험\n• 금융권 업무와 프로젝트에 대한 이해와 경험', '• Agile 방법론에 대한 이해와 경험\n• 클라우드 기반 서비스의 개발 및 운영 경험\n• 데이터베이스 설계 및 성능 최적화에 대한 이해\n• MongoDB, AWS, React.js에 대한 이해와 경험']"
클레온,경력 3~10년,회사내규에 따름,서울시 중구 소월로2길 30 티타워 18층 클레온,딥러닝,서버 백엔드 개발자 Server Developer,"['NettySpring MVCKotlinSpring BootKafkaJavaSpring Data JPAKubernetesPrometheusGradleGrafana', '[사용 기술]\n\n• 공통\n    - Kotlin (Kotlin과 함께, Node.js, Python 등 타 언어 함께 사용 가능한 경우 우대)\n    - Git, Docker\n    - Kafka, ELK\n• Track: 웹 서비스 백엔드 설계 및 개발\n    - Spring Framework (Spring Boot, Spring Batch 등 관련도구 사용 경험 우대)\n    - RDBMS (PostgreSQL 또는 MySQL)\n    - Redis\n• Track: 미디어 처리 백엔드 설계 및 개발\n    - CDN (Amazon CloudFront 등)\n    - FFmpeg, gstreamer\n    - OpenCV\n    - gRPC, WebRTC 등 미디어 통신 프로토콜 사용 경험자 우대\n\n[주요 업무]\n\n• 딥 휴먼 기술로 디지털 혁신을 만들고, 이를 통해 아름다운 경험을 제공하는 Product 서버를 설계하고 개발해요.\n• 최고의 가치를 제공하기 위해 시스템 서비스 설계부터 운영까지 보이지 않는 모든 일에 투입되어요.\n• 트랜디한 기술을 활용하여 서비스가 안정적으로 운영될 수 있도록 하며, 유저들의 보이스를 듣고 빠르고 유연하게 문제를 해결해요.\n• 확장 가능한 모듈 구조를 고민하고 개선해요.\n• 개발 환경을 개선해요.\n• 서로의 코드를 공유하고 리뷰해요.\n• 최신 기술을 함께 학습하고 공유해요.', '서비스에 대한 애착이 강해서 ‘내 서비스’라는 마음으로 일하는 분이 필요해요!\n\n클레온은 특정 기술 스택이나 프레임워크의 지식보다는 탄탄한 기본기, \n논리적 사고력과 추론 능력 그리고 실제 코드 구현 능력을 중요하게 생각합니다.\n\n• 실무\xa03년차\xa0이상\xa0또는\xa0그에\xa0준하는\xa0역량\xa0보유자\n• 컴퓨터 소프트웨어 관련 전공자\n• 다양한\xa0문제에\xa0다양한\xa0접근법과\xa0해법을\xa0활용할\xa0수\xa0있는\xa0백엔드\xa0개발자\n• 고가용성의 확장 가능한 시스템을 설계하고 운영해본 경험\n• 대용량 실시간 트래픽을 빠르고 안정적으로 처리할 수 있도록 고민하고 개발해본 경험\n• 장애를 경험하고 문제를 해결해보신 경험', '• 서비스 개발을 하면서 얻게 되는 새로운 인사이트나 아이디어에 대해서도 공유하며, \n끊임없이 기술적인 도전을 하고 싶은 분과 함께하고 싶어요.\n• 문제를 발견해서 적극적으로 개선해본 경험이 있다면, 어떤 기술 스택을 사용하여 어느 정도 개선 했는지 \n구체적으로 이력서에 작성해주세요!\n• 서비스 초기단계에 참여해본 경험이 있다면 기술해주세요.\n• Jira, Confluence 등 협업툴 사용 경험이 있으시면 좋아요.']"
딥노이드,경력 2~10년,회사내규에 따름,서울 구로구 디지털로33길 55 1305호,딥러닝,데이터 엔지니어,"['GitAirflowJavaPythonSparkElasticsearch', '• sLLM 서비스(챗봇) 개발을 위한 데이터 구조화 및 파이프라인 아키텍처 구축\n• 데이터 추출, 변환 및 로드 인프라 구축\n• 데이터 표준화, 품질 분석 연구 ', '• DE 경력 2년 이상 \n• DE, Data Lake 논리/물리적 설계 가능하신 분\n• 데이터 수집, 가공, 자동화(ETL) 활용 경험이 있으신 분\n• DB, 기본 쿼리 작성 및 Java 이나 Python 등 활용이 능숙하신 분', '• LLM 서비스 구축 경험이 있으신 분\n• 백엔드 개발 경력 2년 이상 이신 분\n• 연구 세션 진행 등 AI 교육에 관심이 있으신 분\n• AI 기술과 교육 분야에 관심이 많으신 분\n• 새로운 기술에 대한 관심이 많고, 자기개발을 위해 노력하시는 분']"
딥노이드,경력 3~5년,회사내규에 따름,서울 구로구 디지털로33길 55 1305호,딥러닝,머신비전 SW 개발자,"['C++WPFGUISWCC#Windows', '• 머신비전 SW 개발\n• Windows기반 C, C++, C#, WPF 영상처리 소프트웨어 개발\n• GUI 어플리케이션 개발', '• 학력 학사 이상\n• 관련 경력 3년 이상', '• SW개발 전공자, 영상처리 관련 전공자\n• 영상처리 라이브러리 사용 경험자(코그넥스 Vision Pro, MIL, OpenCV 등)\n• CUDA 기반 개발 경험자\n• AI기반(TensorFlow, Pytorch 등) 연동 개발 경험자']"
딥노이드,경력신입~3년,회사내규에 따름,서울 구로구 디지털로33길 55 1305호,딥러닝,머신비전 필드엔지니어,"['Microsoft Office 365', '• 머신비전 솔루션(카메라, 광학계, SW 등) 현장 Setup 및 운용\n• 이차전지/디스플레이 검사 장비 Setup 및 운용\n• 영상처리 SW Setup 및 운용', '• 학력 : 고졸 이상\n• 경력 : 신입 및 경력\n• 해외여행에 결격사유가 없는 자', '• 코그넥스, 키엔스, 옴론 셋업/유지보수 경력자\n• 컴퓨터/시스템공학, 기계/자동차/조선공학, 공학계열 전공자\n• 운전가능자, 해당직무 근무경험자, 장기 해외 출장 가능자']"
