기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량,인덱스,키워드추출
에이알247,경력 2~10년,회사내규에 따름,경기도 성남시 분당구 구미동 로드랜드이지타워 1층 108호,자율주행,"• Camera / Lidar Based Vision Solution 
• Autonomous Perception Engineer 
• Object Detection, Shape Estimation, Velocity, Pose Estimation 
• Object Tracking
• Multiple Camera Sensor Fusion
• Camera & ","[UbuntuOpenCVC++ROSPythonC, • 자율주행 관련 업무 경험\n• 자율주행 석사 / 박사 \n• C / C++ 마스터 ]",653,"['박사', 'C', '자율주행', '석사']"
클로봇,경력 2~10년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",자율주행,"• 동적 환경에서의 강인한 주행 알고리즘 개발 및 배포
• 주행 예외 상황 대처를 위한 Behavior 개발
• 새로운 주행 알고리즘 또는 기존 주행 알고리즘 개선 부분에 대한 평가 및 검증
• 알고리즘 설계 및 구현에 대한 내용 문서화
• 양산 로봇에 적용 가능한 좋은 품질의 코드 작성","[GitC++LinuxROSSWPython, • 해당 분야 석사, 박사 학위 혹은 2년 이상의 개발 경력\n• Git을 이용한 버전 관리 경험 보유\n• Linux, ROS 이용 개발 경험 보유\n• 전문연구요원(병역특례) 지원]",654,"['ROS', '학위', '박사', '석사', 'Linux']"
컨트롤웍스,경력신입~5년,회사내규에 따름,서울 강남구 언주로81길 13 4층,자율주행,"• 자율주행 시스템에 필요한 전반적인 설계 및 프로토타이핑
• 자율주행 네트워크 구조 설계 및 구축
• 자율주행 시스템 신호 인터페이스 설계 및 구현
• 자율주행 보안시스템 설계 및 구축
• 자율주행 시스템 구조 설계 및 패키징 최적화","[GitLinuxC++PythonEmbeddedCNetwork, • 자율주행 프로젝트 수행 경험 보유자\n• 자율주행 시스템에 대한 전반적인 이해]",655,"['프로젝트', '자율주행']"
컨트롤웍스,경력신입~5년,회사내규에 따름,서울 강남구 언주로81길 13 4층,자율주행,"• 자율주행 소프트웨어 개발 및 최적화 (아래 중 1)
- 딥러닝 기반 인식 알고리즘 개발
- 다중 센서 기반 정밀 측위 알고리즘 개발
- 동적 객체 경로 예측 알고리즘 개발
- 경로생성 알고리즘 개발
- 동역학 기반 차량 제어 알고리즘 개발
- 시뮬레이션 환경 구축 및 알고리즘 최적화","[C++SWDeepLearningPythonC, • 자율주행 프로젝트 수행 경험 보유자\n• 자율주행 시스템에 대한 전반적인 이해\n• 관련분야 석/박사 학위]",656,"['C++', '학위', '박사', '프로젝트', '자율주행', 'C']"
뉴빌리티,경력 3~8년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",자율주행,"• 실외 모바일 로봇의 자율주행을 위한 거리 센서 기반의 실시간 물체/주행 환경 검출 알고리즘을 개발하는 업무를 담당
• 센서 퓨전을 통해 장애물을 인식 및 추적 하는 기술을 개발
　- 다양한 데이터 센서 퓨전 ( camera, depth .. )
　- 다양한 동적 장애물( 차량 , 오토바이 등 ) 을 인식 및 추적
　- 다양한 정적 장애물 ( 구조물, 연","[C++SWROSC, • 관련 분야 박사 학위 이상(이에 상응하는 경험 보유자)\n• 다양한 센서 데이터 전처리 / 후처리 과정에 대한 실무 경험\n• AI / ML 엔지니어와 함께 소프트웨어 기능 개발 및 솔루션 연구 경험\n• 다양한 거리 인지 센서 캘리브레이션 구축 경험\n\u3000- Multi Sensor 간 Geometry 에 대한 기본적인 이해]",657,"['AI', 'C++', '학위', '박사', '데이터', 'C']"
알지티,경력 3~4년,회사내규에 따름,서울 금천구 디지털로10길 78 10층 1009호,자율주행,• 복잡하고 역동적인 환경에서 작동할 수 있는 다중 자율 주행 로봇 알고리즘을 설계 및 개발,"[C++LinuxROSSWPythonC, • navigation관련 석사 혹은 박사 학위 수여자\n• 영어가능자\n• ISO13482 인증 경험자 우대\n• AMR(Autonomous Mobile Robot) or 자율주행로봇(라인트레이서 제외) 개발 경험자\n• ROS2 가능자\n• 열정적인 모습으로 팀원들에게 동기 부여를 줄 수 있는 분\n• 외국어 : OPIc IL 이상\n• 전공 : 기계·메카트로닉스·로봇, 응용소프트웨어공학, 제어계측공학",658,"['C++', '학위', '박사', '로봇', '석사', 'C']"
클로봇,경력 3~6년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",자율주행,"• Two-wheel Differential, Swerve, Tricycle, Mecanum 타입 등의 구동부 제어 알고리즘 개발
• LiDAR, IMU, Ultrasonic 센서 등의 Driver 개발
• 기타 부가적인 로봇 장치에 대한 Driver 개발
• Serial/CAN/Modbus 등의 통신 인터페이스 개발
• 개발된 SW의 평가 및 검증
• 자","[C++LinuxSW, • 자율주행 알고리즘에 대한 이해\n• Git을 이용한 버전 관리 경험 보유\n• Linux, ROS 이용 개발 경험 보유\n• 전문연구요원(병역특례) 지원 가능]",659,"['C++', 'ROS', '자율주행', 'C', 'Linux']"
아이오크롭스,경력 3~15년,회사내규에 따름,서울 서초구 효령로 17 청진빌딩 2층 아이오크롭스,자율주행,"•  스마트팜 자율 주행 로봇 프로젝트 관리
　- 관련 부서 및 로봇 개발 협력사와 협업을 통해 개발 이슈 해결
　- 개발/생산 일정 및 로봇 오퍼레이션 관리
• 모바일로봇 기반의 신규 농작업 로봇 개발 프로젝트 리딩
　- 요구 사항 파악, 목표 설정, 일정 수립 등 신규 프로젝트의 AtoZ 기획/개발","[Robot FrameworkROSPythonRTOS, • 기획부터 생산까지 로봇 개발의 전 과정을 경험해 보신 분\n• 자율주행 로봇과 관련된 프로젝트 경험이 있으신 분\n• 로봇 매니퓰레이터의 프로젝트 경험이 있으신 분\n• 차량 운전이 가능하신 분\n• Ag-Tech에 대한 기본적인 이해나 관심이 있으신 분 (농업 관련 지식이 필수는 아니에요!)]",660,"['관심이', '가능하신', '로봇', '프로젝트', '자율주행']"
에이모,경력 3~10년,회사내규에 따름,"경기도 성남시 분당구 판교로228번길17,이랜텍동9층(삼평동,판교세븐벤쳐벨리2)",자율주행,"• 자율주행 및 ADAS 개발을 위한 인공지능 데이터 생산  외주 용역 프로젝트 운영 및 관리
• 에이모 자율주행 데이터셋 개발을 위한 프로젝트 운영  (데이터 수집 및 가공 관리)","[AI/인공지능DeepLearningMicrosoft Office 365, • 스스로를 끊임없이 학습하며 성장하는 분\n• 업무 자동화 프로세스를 적용 경험\n• 이공계 전공 및 데이터 산업 분야에 대한 이해\n• 자율주행 데이터 가공 가이드 작성 경험\n• 자율주행 데이터 수집 및 가공 경험\n• 데이터 생성 프로세스에 대한 이해]",661,"['데이터', '자율주행', 'AI']"
슈어소프트테크,경력 3~10년,회사내규에 따름,경기 성남시 수정구 금토로80번길 37 인피니티타워 E동,자율주행,• 자동차 SW 엔지니어링 서비스 수행,"[SWC++EmbeddedC, • SW 공학 관련 교육 경험이 있는 분\n• C/C++ 언어 분석 및 기본적인 개발에 어려움이 없는 분\n• 스크립트 언어(Python, Shell Script 등)를 다를 줄 아는분\n• 프로젝트 및 엔지니어링 매니저 역량을 갖춘 분\n• CARLA 시뮬레이터 운영 경험자\n• Unreal Graphic Engine 활용 및 분석 경험자]",662,"['SW', '분석', '프로젝트', 'C', '공학', 'Python']"
슈어소프트테크,경력 3~15년,회사내규에 따름,경기 성남시 수정구 금토로80번길 37 인피니티타워 E동,자율주행,"• 사내 솔루션 DCAT 및 자율주행 관련 과제 수행
　- 센서 데이터 송수신 기능, 데이터 로깅/파싱 기능, 다종/다중 센서 데이터 시간 동기화 기능 개발","[C++Linux, • 라이다, 레이더, 카메라, IMU, GPS 등, 센서 데이터 처리 경험자\n• QT 개발 경험자\n• 새로운 일에 대한 도전적인 태도]",663,"['데이터', 'C', 'Linux', 'C++']"
컨트롤웍스,경력 2~5년,회사내규에 따름,서울 강남구 언주로81길 13 4층,자율주행,"• 자율주행관련 UI/UX 컨셉 기획 
- 자율주행 Driving Experience에 적합한 컨셉 기획
- 자율주행 UI 프로토타입 설계

• 자율주행 프론트엔드 개발  
- 자율주행시 탑승자와 시스템간 UI 구현 
- 자율주행 인터페이스 유지 및 보수","[JavaScriptLinuxHTML5CSS 3, • IT기기, 자동차 등 제조업 기반 UX/UI 디자인 경력 보유자\n• 2D/3D 디자인 툴 및 프로토타입 툴 직무 경험 보유자\n• 웹 어플리케이션 디자인/설계 경험\n• Linux 상 프로그램 개발 능력]",664,"['3D', '자동차', 'Linux', '설계']"
뉴빌리티,경력신입~5년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",자율주행,"• 실외 자율주행 로봇의 이동 경로 생성 알고리즘 개발
• 모바일 로봇의 모션 제어 시스템 개발
• 개발된 알고리즘 및 시스템에 대한 성능 향상 및 안정성 평가","[C++ROSLinuxEmbeddedC, • 경로 계획 알고리즘 / 제어 시스템 개발 관련 경험\n• Linux / Embedded 시스템에서의 개발 경험\n• 다양한 센서에 대한 사용 경험\n• 체계적인 문서 작업/관리 경험\n• 영어 / 한국어에 대한 커뮤니케이션 스킬]",665,"['시스템', '알고리즘', 'C++', '제어', 'Embedded', '영어', 'C', 'Linux']"
알지티,경력 2~10년,회사내규에 따름,서울 금천구 디지털로10길 78 10층 1009호,자율주행,"• 센서의 특성 기반 적합한 에러 모델링 및 노이즈 제거 필터링 알고리즘 개발
• 복잡하고 역동적인 환경에서 작동할 수 있는 객체 검출 알고리즘 개발","[GitROSC++SWPython, • 객체 검출 및 추적 관련 분야 석사 이상 학위 소유자\n• AMR or 자율주행로봇 (라인트레이서 제외)개발 경험자]",666,"['학위', '석사']"
알지티,경력 3~10년,회사내규에 따름,서울 금천구 디지털로10길 78 10층 1009호,자율주행,"• 지도에서 효율적이고 안전한 global path planning 알고리즘 개발
• 복잡하고 역동적인 환경에서 작동할 수 있는 local path planning 알고리즘 개발","[GitROSC++SWPython, • Navigation 관련 분야 석사 혹은 박사 학위 소유자\n• ISO13482 인증 경험자 우대\n• AMR or 자율주행로봇 (라인트레이서 제외)개발 경험자\n• ROS2 가능자\n• 열정적인 모습으로 팀원들에게 동기 부여를 줄 수 있는 분]",667,"['학위', '박사', '석사']"
넥스트칩,경력 5~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 10층,자율주행,"• 자율주행용 SOC를 검증하고 SDK를 개발하는 업무
• FPGA 검증 (CPU, Peripheral, GPU, Ethernet, Codec, DSP, ADAS IP, NPU, VPU, DSP)
• SDK/BSP 개발 (Linux, RTOS, F/W, AUTOSAR)
• ADAS S/W Platform 개발 (Deep Learning, VSLAM)
• I","[GitC++LinuxEmbeddedCGitHub, • 경력 5~10년 우대\n• ISO26262 개발 프로세스 유경험자\n• Linux Device Driver, Kernel Porting, U-boot Porting 유경험자 우대\n• deep learning framework 사용(pytorch, tensorflow 등)\n• AUTOSAR MCAL 개발 유경험자\n• 영상 관련 지식 / 경험자 우대]",668,['Linux']
아이나비시스템즈,경력 3~10년,회사내규에 따름,경기도 성남시 분당구 판교역로 240,자율주행,"자동차는 단순한 이동 수단을 넘어 새로운 경험을 제공하는 공간으로 진화되고 있습니다.
자율주행 시대에 차 안의 새롭고 혁신적인 경험을 함께 만들어 갈 역량있는 개발자분을 모십니다.

• 모바일과 인포테인먼트 시스템에 지도 정보를 표시하는 자체 디스플레이 엔진을 개발합니다.
• 자체적인 크로스플랫폼 엔진과 Mapbox 기반의 모바일 엔진을 보유하고 있고, 개","[Android OSOpenGLC++iOSLinuxDirectXC, • 그래픽스 API 기반 상용화 프로젝트 경험 (OpenGL, DirectX 등)\n• 그래픽스 파이프라인 구성 및 리소스 최적화 경험\n• Android, Linux Platform 이해도가 있는 분\n• 자동차사와 긴밀한 소통 및 개발 관리 경험이 있는 분\n• 차량용 인포시스템(IVI) 관심 및 이해도가 있는 분\n• 동료 개발자와 원활한 소통이 가능하고 함께 성장할 수 있는",669,"['프로젝트', 'Linux', '최적화']"
모비루스,경력신입~10년,회사내규에 따름,대구 동구 동대구로 475,자율주행,"• In-vehicle Infotainment System 개발자
　- C/C++ 을 이용한 아키텍쳐 설계 및 Infotainment Application 개발
　- 라이다/카메라 센서를 이용한 자율주행 알고리즘 개발","[C++SWEmbedded LinuxCGitHub, • 컴퓨터/시스템 공학 전공\n• 해당 직무 근무 경험, AVN(IVI) 시스템 개발 경험, QT 개발 경험, Git 활용 경험]",670,"['C', '시스템', 'C++', '공학']"
