기업이름,고용형태,연봉,기업주소,키워드,담당업무,인덱스,필요역량
아이오크롭스,경력 3~15년,회사내규에 따름,서울 서초구 효령로 17 청진빌딩 2층 아이오크롭스,자율주행,Ag tech 로봇 PM,608,"['로봇', '프로젝트', '자율주행', '기획']"
에이모,경력 3~10년,회사내규에 따름,"경기도 성남시 분당구 판교로228번길17,이랜텍동9층(삼평동,판교세븐벤쳐벨리2)",자율주행,[AIMMO] PM팀 Data managing,609,"['자율주행', '데이터', 'ADAS', '프로젝트', 'AI', '인공지능']"
슈어소프트테크,경력 3~10년,회사내규에 따름,경기 성남시 수정구 금토로80번길 37 인피니티타워 E동,자율주행,[자율주행기술팀] SW 엔지니어링(개발 및 검증),610,"['C', 'SW', '분석', '프로젝트', 'Python', '공학']"
슈어소프트테크,경력 3~15년,회사내규에 따름,경기 성남시 수정구 금토로80번길 37 인피니티타워 E동,자율주행,[자율주행검증개발팀] C++ 개발자,611,"['자율주행', 'C', '데이터', 'C++', 'Linux']"
컨트롤웍스,경력 2~5년,회사내규에 따름,서울 강남구 언주로81길 13 4층,자율주행,[경력] 자율주행 Front-End 개발자,612,"['기획', '자율주행', '웹', '3D', 'Linux', '설계']"
뉴빌리티,경력신입~5년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",자율주행,Planning & Control Engineer(전문연구요원 가능),613,"['자율주행', 'Embedded', '영어', 'Linux', '제어', 'C', '성능', '시스템', 'C++', '알고리즘']"
알지티,경력 2~10년,회사내규에 따름,서울 금천구 디지털로10길 78 10층 1009호,자율주행,컴퓨터 비전 개발자(Computer Vision(CV) SW 개발자),614,"['석사', '학위', '알고리즘']"
알지티,경력 3~10년,회사내규에 따름,서울 금천구 디지털로10길 78 10층 1009호,자율주행,모바일 로봇 제어 SW 개발자 채용,615,"['석사', '박사', '학위', '알고리즘']"
넥스트칩,경력 5~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 10층,자율주행,Automotive Embedded S/W 부문 채용,616,"['tensorflow', '검증', 'S/W', 'ADAS', 'Linux']"
아이나비시스템즈,경력 3~10년,회사내규에 따름,경기도 성남시 분당구 판교역로 240,자율주행,그래픽스 영상처리 SW 개발자 채용,617,"['자율주행', '프로젝트', '최적화', '경험을', 'API', 'Linux']"
모비루스,경력신입~10년,회사내규에 따름,대구 동구 동대구로 475,자율주행,[대구] 소프트웨어 개발자 - System 사업실,618,"['공학', '자율주행', 'C', '시스템', 'C++', '알고리즘', '설계']"
에프엠,경력 3~10년,회사내규에 따름,충북 청주시 흥덕구 오송읍 오송생명10로 47,자율주행,소프트웨어 개발 경력직 채용,619,"['자율주행', 'C', '데이터', 'S/W', '로봇', 'C++']"
엔디에스솔루션,경력 3~15년,회사내규에 따름,"경기 용인시 기흥구 흥덕중앙로 120, 1512호",자율주행,응용 소프트웨어 개발자,620,"['기획', 'Data', '자율주행', '컴퓨터공학', '전공자', '개선', 'SW', '로봇', 'API', '인공지능', '설계']"
클로봇,경력 10~20년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",자율주행,[클로봇] 로봇 관제 시스템 설계 개발 리더,621,"['전공자', '컴퓨터공학', '자율주행', '제어', '분석', '로봇', '시스템', '프로젝트', 'AI', '경험을', '설계']"
클로봇,경력 5~15년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",자율주행,[클로봇] Path & Motion Planning 개발자(병역특례 가능) 채용,622,"['자율주행', 'Linux', '제어', 'C', '개선', '검증', '로봇', '시스템', 'C++', '학위', '박사', '알고리즘', '설계', 'ROS']"
컨트롤웍스,경력신입~5년,회사내규에 따름,서울 강남구 언주로81길 13 4층,자율주행,[신입/경력] Linux 시스템 엔지니어,623,"['자율주행', 'C', '시스템', '프로젝트', 'C++', '최적화', 'Linux']"
에이모,경력 4~10년,회사내규에 따름,경기 성남시 분당구 벌말로50번길 41 투아이센터 7층,자율주행,[AIMMO] Data-centric 기반 딥러닝  연구/개발(Data Scientist),624,"['석사', 'Data', '자율주행', '머신러닝', '컴퓨터공학', '3D', '개선', '분석', '성능', '학위', '박사', '인공지능', 'Linux', '이미지']"
파이엇,경력신입~5년,회사내규에 따름,서울 강남구 영동대로 730 5층,자율주행,SLAM & Navigation 개발자,625,"['석사', '자율주행', 'Linux', 'C', 'SW', 'C++', '학위', '경력자', '박사', '알고리즘', 'ROS']"
에이알247,경력 2~10년,회사내규에 따름,경기도 성남시 분당구 구미동 로드랜드이지타워 108호,자율주행,자율주행 로봇 Motion Control &  Path Planning,626,"['제어', 'C', 'Linux']"
에이모,경력 5~10년,회사내규에 따름,경기도 성남시 분당구 벌말로 50번길 41 투아이센터 7층,자율주행,[AIMMO] 자율주행 System Engineer,627,"['딥러닝', 'C', 'Python', 'AI']"
에이모,경력 4~10년,회사내규에 따름,경기 성남시 분당구 벌말로50번길 41 투아이센터 7층,자율주행,[AIMMO] ML 파이프라인 개발 및 DBMS 운영 (Data Engineer),628,"['컴퓨터공학', '개선', '데이터', '인공지능', 'Data', '시스템', '학위', 'Linux', '설계', '이미지', '석사', '자율주행', '3D', 'ai', '머신러닝', '성능', '딥러닝', '최적화', '박사']"
트리즈엔지니어링,경력 2~10년,회사내규에 따름,경기도 화성시 동탄산단5길 10-12,자율주행,임베디드 MCU 펌웨어 개발자,629,"['제어', '프로젝트', '학위', '통신', '박사']"
뉴빌리티,경력 3~8년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",자율주행,Platform Quality Assurance(QA),630,"['기획', '컴퓨터공학', '웹', '검증', '협업', 'API']"
42dot,경력 8~10년,회사내규에 따름,경기 용인시 기흥구 용구대로2325번길 45-76,자율주행,Hardware Engineer,631,"['회로', '제어', 'C', '개선', '검증', 'ADAS', '설계']"
42dot,경력 5~15년,회사내규에 따름,"서울특별시 강남구 남부순환로 2621 강남 D&O 빌딩 9층, 42dot",자율주행,IVI OS(Android Framework/AOSP) Engineer,632,"['3D', '시스템', '최적화', '임베디드', 'Linux']"
유진로봇,경력 3~18년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,SAS사업부 글로벌프로젝트 SW(PC) 채용,633,"['프로젝트', '영어', 'PLC']"
유진로봇,경력 2~18년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,SAS사업부 SW(PLC) 채용,634,['PLC']
유진로봇,경력 8~15년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,개발본부 PM,635,"['로봇', '협업']"
유진로봇,경력 7~15년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,백엔드(Back-end) 개발자 (경력 7년이상),636,"['API', '설계']"
유진로봇,경력 5~10년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,청소로봇팀 제어엔지니어,637,"['전공자', '제어', 'C', '시스템', 'C++', '알고리즘']"
유진로봇,경력 4~10년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,개발본부 제어 엔지니어,638,"['로봇', '제어', '알고리즘', 'ROS']"
유진로봇,경력 4~10년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,개발본부 프론트엔드(Front-end) 개발자,639,"['로봇', '프로젝트', '웹']"
유진로봇,경력 5~10년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,AMS사업부 FAE (기술지원 엔지니어),640,"['경력자', '엔지니어', '영어']"
유진로봇,경력 3~18년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,SAS사업부 SW(PC) 채용,641,['PLC']
유진로봇,경력 3~18년,회사내규에 따름,인천 연수구 하모니로187번길 33,자율주행,SAS사업부 글로벌프로젝트 SW(PLC) 채용,642,"['프로젝트', '영어', 'PLC']"
오토엘,경력 3~10년,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 301호, 302호, 303호, 304호, 305호",자율주행,PCB 회로 설계,643,"['회로', '설계']"
오토엘,경력 3~10년,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 301호, 302호, 303호, 304호, 305호",자율주행,임베디드 소프트웨어 개발,644,"['제어', 'C', 'C++', '임베디드', '알고리즘']"
오토엘,경력 3~15년,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 301호, 302호, 303호, 304호, 305호",자율주행,FPGA 로직 개발 엔지니어,645,"['설계', '검증']"
오토엘,경력 3~15년,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 301호, 302호, 303호, 304호, 305호",자율주행,F/W 펌웨어 개발,646,"['제어', '알고리즘', '임베디드']"
뉴빌리티,경력 8~17년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",자율주행,Robot Embedded H/W Engineer(회로설계),647,"['회로', 'Embedded', '로봇', '통신', '설계']"
뉴빌리티,경력 3~8년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",자율주행,Sensor Fusion Navigation Engineer(전문연구요원),648,"['개선', '성능', '로봇', '시스템', '최적화', '협업', '알고리즘', 'ROS']"
뉴빌리티,경력 3~8년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",자율주행,Computer Vision-Visual SLAM(전문연구요원 가능),649,"['컴퓨터공학', 'Computer', '논문', 'C', '3D', 'Vision', 'C++', '학위', '박사', '설계']"
베스텔라랩,경력 2~10년,회사내규에 따름,경기 안양시 동안구 엘에스로116번길 118 안양2차 SKV1 926호,자율주행,[베스텔라랩] 프론트엔드 개발자(경기/대구)(병특가능),650,['데이터']
베스텔라랩,경력 2~10년,회사내규에 따름,대구 동구 동대구로 465 대구스케일업허브,자율주행,[베스텔라랩] 영상분석 개발자(경기/대구)(병특가능),651,"['웹', 'Object', 'AI', 'API', '이미지']"
베스텔라랩,경력 2~10년,회사내규에 따름,대구 동구 동대구로 465 대구스케일업허브,자율주행,[베스텔라랩] 풀스택(Java) 개발자(경기/대구)(병특가능),652,"['협업', '시스템']"
넥스트칩,경력신입~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 10층,자율주행,ISP RTL 설계 부문 채용,653,"['전공자', 'C', 'C++', '알고리즘', '설계']"
넥스트칩,경력 2~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 10층,자율주행,ISP IP 검증 및 튜닝/HW FAE 부문 채용,654,"['회로', '알고리즘', '설계', '검증']"
넥스트칩,경력신입~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 10층,자율주행,ISP SW 개발/Embedded SW FAE 부문 채용,655,"['Embedded', '영어', 'SW', 'S/W', '알고리즘', '설계']"
넥스트칩,경력 2~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 10층,자율주행,"Automotive ISP, SOC RDK HW 설계 부문 채용",656,"['회로', '설계', '검증']"
넥스트칩,경력 1~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 10층,자율주행,SOC RTL 설계 부문 채용,657,"['석사', '영어', '설계', '검증']"
크래블,경력 4~10년,회사내규에 따름,서울시 성동구 성수일로10 서울숲ITCT 1602호,자율주행,펌웨어(Firmware) 임베디드 개발자,658,"['회로', '제어', '통신', '임베디드', '알고리즘']"
라온로드,경력신입~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723B동 406-1호,자율주행,프론트엔드 신입 및 경력,659,"['전공자', '웹', 'linux', '3d', '협업']"
라온로드,경력신입~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723B동 406-1호,자율주행,서버/백엔드 신입 및 경력,660,"['전공자', '네트워크', '웹', 'C', '데이터', 'C++', '통신', 'API', 'Linux']"
라온로드,경력신입~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723B동 406-1호,자율주행,HW/임베디드 신입 및 경력,661,"['Embedded', '개선', '데이터', '시스템', 'c', '영상처리', '임베디드', 'Linux']"
라온로드,경력신입~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723B동 406-1호,자율주행,SW/솔루션 신입 및 경력,662,"['개선', '데이터', 'c', '영상처리', 'Python', '인공지능', 'Linux']"
모비루스,경력 1~15년,회사내규에 따름,"경기 성남시 수정구 창업로 42, 735호",자율주행,머신비전 개발자 모집,663,"['딥러닝', '머신러닝', '학위', '석사']"
라닉스,경력신입~15년,회사내규에 따름,서울 강남구 언주로135길 25,자율주행,RF/아날로그 IC 설계 개발자  [전문연구요원/병역특례 가능],664,"['경력자', '학위', '박사', '설계']"
모비루스,경력신입~10년,회사내규에 따름,"경기 성남시 수정구 창업로 42, 735호",자율주행,"SW 개발자 모집 [Android, C, C++, QT]",665,"['공학', 'Embedded', 'C', 'SW', '시스템', 'C++', 'Linux', '설계']"
WATA Inc.,경력 3~7년,회사내규에 따름,경기 성남시 분당구 대왕판교로 670 유스페이스2 B동 403호,자율주행,[WATA Inc] Java 백엔드 개발자,666,"['협업', '시스템', 'API', '설계']"
WATA Inc.,경력 8~20년,회사내규에 따름,"경기도 성남시 분당구 대왕판교로 670, 유스페이스2 B동 403호",자율주행,리더 백엔드 JAVA  자바 개발자 모집,667,"['협업', '시스템', 'API', '설계']"
WATA Inc.,경력 9~18년,회사내규에 따름,"경기도 성남시 분당구 대왕판교로 670, B동 403호",자율주행,[WATA Inc] 개발 기술 총괄 및 시스템 기획자,668,"['프로젝트', '경험을', '설계']"
WATA Inc.,경력 3~18년,회사내규에 따름,"경기도 성남시 분당구 대왕판교로 670, 유스페이스2 B동 403호",자율주행,[WATA Inc] GIS 풀스택 개발자 모집,669,"['전공자', '컴퓨터공학', '웹', '3D', '분석', '경력자', '설계']"
WATA Inc.,경력신입~3년,회사내규에 따름,"경기도 성남시 분당구 대왕판교로 670, 유스페이스2 B동 403호",자율주행,WATA Inc Android 앱개발 직군 모집,670,"['C', '전공자']"
지엔아이티,경력 3~10년,회사내규에 따름,"경기 김포시 장차로5번길 20, 4층",자율주행,웹 개발자 채용(신입/경력),671,"['프로젝트', 'API', '설계', 'LINUX']"
42dot,경력 3~10년,회사내규에 따름,"서울특별시 강남구 남부순환로 2621 강남 D&O 빌딩 9층, 42dot",자율주행,Android Automotive Engineer (Vehicle Sync Platform),672,"['Embedded', 'C', '데이터', '프로젝트', 'data', 'Linux', '설계']"
